5723,349
5723,1233
2701,311
8871,311
8871,7501
10198,311
8871,311
7870,3838
5087,614
2440,651
8125,474
6496,318
1343,1989
1343,2583
1343,2889
7185,1046
3798,9303
554,9303
8365,6444
3845,1967
6343,492
6343,5125
8025,349
4750,349
9260,311
7170,311
7555,651
1167,474
1343,3580
1343,6487
2841,9303
9995,6444
7917,349
4622,311
9523,311
9523,7501
5389,311
4927,651
579,474
7992,349
4488,311
2720,311
5232,311
8299,651
2891,349
5232,311
3593,311
8775,651
5353,349
415,311
1376,311
9532,651
5174,474
2667,349
8318,311
3970,311
6737,651
4368,474
4750,349
5315,311
8318,311
5809,651
6193,349
4156,311
8498,311
5769,651
9049,349
4346,311
8108,311
6268,651
9102,349
4633,311
3255,311
9118,349
2414,311
304,311
7653,349
5123,311
4594,311
9508,349
304,311
2000,311
6185,349
1496,311
7381,311
3348,349
364,311
5771,311
9613,349
9456,311
4856,311
5355,349
550,311
6394,311
9115,349
7052,311
5251,311
9347,349
4370,311
640,311
2920,349
10259,311
713,311
9097,349
1816,311
5333,311
9113,349
3181,311
3965,311
9120,349
8324,311
3925,311
734,349
885,311
7517,311
9107,349
10230,311
7887,311
9116,349
10280,311
9345,311
6037,311
1257,311
1938,311
14029,311
9180,311
6514,311
8772,311
6338,311
10148,311
4532,311
8900,511
8900,511
9778,511
7473,877
7473,1722
7473,3710
1217,1084
5373,1133
5670,2031
1069,5901
1069,877
1069,3710
3607,1298
3607,5901
8006,10454
9713,2773
9713,3380
5545,2114
5331,397
5533,397
6243,1276
6243,9807
1603,1038
1603,8873
4827,1118
4827,4930
5627,1118
6901,729
6901,6292
6901,10300
9807,1118
3587,546
1603,2394
1603,3795
7707,1336
3306,1918
8086,1046
3167,1918
3167,3398
3167,8779
7707,1336
10392,489
10392,6094
6292,8661
6292,2170
6292,1255
1460,1830
7599,1989
3804,1336
2115,427
2115,4615
9301,1697
9301,427
9807,427
613,2955
11051,469
2142,1057
3765,561
7710,469
7710,469
7710,469
1186,1057
3787,1209
3765,1057
1918,1057
1227,971
2916,971
5673,561
1845,511
1845,9563
3517,511
1416,511
5554,9713
5554,6352
5554,7552
2824,9713
4977,3649
5144,949
5144,6171
9234,2031
1416,1038
1416,2873
9234,2031
10291,1802
4880,1038
4880,8311
1416,1038
1416,2873
2684,1802
511,6456
511,1276
511,2142
1905,1238
7090,446
1802,3737
2830,1802
6882,826
9706,1802
3758,559
7828,446
1513,521
1513,3812
1552,446
6761,287
1552,446
3938,707
3938,3895
8915,1150
8915,2849
10173,521
9021,1106
7285,7958
7285,1106
7285,1106
7285,7958
6686,953
