nomination_id;nomination_title;nomination_year;nomination_number;nomination_num_nominees;nomination_num_nominators;nomination_category_from_title;nomination_motivation;nomination_comments;other_information;nominator_1_name;nominator_1_id;nominator_1_gender;nominator_1_year_birth;nominator_1_year_death;nominator_1_profession;nominator_1_university;nominator_1_city;nominator_1_country;nominator_1_comments;nominator_1_awarded_prizes;nominee_1_name;nominee_1_id;nominee_1_gender;nominee_1_year_birth;nominee_1_year_death;nominee_1_profession;nominee_1_university;nominee_1_city;nominee_1_country;nominee_1_awarded_prizes;nominee_2_name;nominee_2_id;nominee_2_gender;nominee_2_year_birth;nominee_2_year_death;nominee_2_profession;nominee_2_university;nominee_2_city;nominee_2_country;nominee_2_awarded_prizes;nominee_3_name;nominee_3_id;nominee_3_gender;nominee_3_year_birth;nominee_3_year_death;nominee_3_profession;nominee_3_university;nominee_3_city;nominee_3_country;nominee_3_awarded_prizes;nominee_4_name;nominee_4_id;nominee_4_gender;nominee_4_year_birth;nominee_4_year_death;nominee_4_profession;nominee_4_university;nominee_4_city;nominee_4_country;nominee_4_awarded_prizes;nominee_5_name;nominee_5_id;nominee_5_gender;nominee_5_year_birth;nominee_5_year_death;nominee_5_profession;nominee_5_university;nominee_5_city;nominee_5_country;nominee_5_awarded_prizes;nominee_6_name;nominee_6_id;nominee_6_gender;nominee_6_year_birth;nominee_6_year_death;nominee_6_profession;nominee_6_university;nominee_6_city;nominee_6_country;nominee_6_awarded_prizes;nominee_7_name;nominee_7_id;nominee_7_gender;nominee_7_year_birth;nominee_7_year_death;nominee_7_profession;nominee_7_university;nominee_7_city;nominee_7_country;nominee_7_awarded_prizes;nominee_8_name;nominee_8_id;nominee_8_gender;nominee_8_year_birth;nominee_8_year_death;nominee_8_profession;nominee_8_university;nominee_8_city;nominee_8_country;nominee_8_awarded_prizes;nominee_9_name;nominee_9_id;nominee_9_gender;nominee_9_year_birth;nominee_9_year_death;nominee_9_profession;nominee_9_university;nominee_9_city;nominee_9_country;nominee_9_awarded_prizes
10;Nomination for Nobel Prize in Physics;1909;1 - 0;3;1;Physics;;;;Hjalmar Tallqvist;8987;M;;;prof of phy or che at a Nordic univ listed in the special regulations of 1900;;;FINLAND (FI);;;Edouard Branly;1289;M;1844;;;;;FRANCE (FR);;Guglielmo Marconi;5901;M;1874;1937;;Marconi Wireless Telegraph Co Ltd;London;UNITED KINGDOM (GB);Physics 1909;Valdemar Poulsen;7371;M;1869;;;;;DENMARK (DK);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Nomination for Nobel Prize in Physics;1910;1 - 0;2;1;Physics;;;;John S Townsend;9325;M;1868;;chairholder at invited university;;;UNITED KINGDOM (GB);;;Henri Abraham;291;M;1868;;;;;FRANCE (FR);;Paul Langevin;5223;M;1872;1946;;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Nomination for Nobel Prize in Physics;1911;1 - 0;1;1;Physics;;;;Hjalmar Tallqvist;8987;M;;;prof of phy or che at a Nordic univ listed in the special regulations of 1900;;;FINLAND (FI);;;William Crookes;2031;M;1832;;;;;UNITED KINGDOM (GB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Nomination for Nobel Prize in Physics;1912;1 - 0;2;1;Physics;;;;Wilhelm Foerster;3085;M;;;specially invited individual;;;GERMANY (DE);;;René Benoit;877;M;1844;;;;;FRANCE (FR);;Charles E Guillaume;3710;M;1861;1938;;International Bureau of Weights and Measures;Sèvres;FRANCE (FR);Physics 1920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Nomination for Nobel Prize in Physics;1913;1 - 0;1;1;Physics;;;;Charles J Bouchard;1217;M;1837;1915;member of the Royal Swedish Academy of Sciences;;;FRANCE (FR);;;Emile Amagat;397;M;1841;;;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Nomination for Nobel Prize in Physics;1914;1 - 0;1;1;Physics;;;;Edmond Bouty;1246;M;;;chairholder at invited university;;;FRANCE (FR);;;Emile Amagat;397;M;1841;;;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;Nomination for Nobel Prize in Physics;1915;1 - 0;2;1;Physics;;;;Vilhelm Carlheim-Gyllensköld;1603;M;1859;1934;member of the Nobel Committee for physics;Stockholm University;Stockholm;SWEDEN (SE);;;Carl Störmer;8873;M;1874;;;;;NORWAY (NO);;Kristian Birkeland;1038;M;1867;;;;;NORWAY (NO);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;Nomination for Nobel Prize in Physics;1917;1 - 0;2;1;Physics;;;;Vilhelm Carlheim-Gyllensköld;1603;M;1859;1934;member of the Nobel Committee for physics;Stockholm University;Stockholm;SWEDEN (SE);;;Kristian Birkeland;1038;M;1867;;;;;NORWAY (NO);;Carl Störmer;8873;M;1874;;;;;NORWAY (NO);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Nomination for Nobel Prize in Physics;1918;1 - 0;1;1;Physics;;;;Ernest Lord Rutherford;5627;M;1871;1937;member of the Royal Swedish Academy of Sciences, NP che 1908;Victoria University of Manchester;Manchester;UNITED KINGDOM (GB);;Chemistry 1908;Charles G Barkla;711;M;1877;1944;;University of Edinburgh;Edinburgh;UNITED KINGDOM (GB);Physics 1917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Nomination for Nobel Prize in Physics;1919;1 - 0;2;1;Physics;;;;Heinrich Rubens;7945;M;1865;;chairholder at invited university;;;GERMANY (DE);;;Niels Bohr;1118;M;1885;1962;;University of Copenhagen;Copenhagen;DENMARK (DK);Physics 1922;Max K Planck;7283;M;1858;1947;;Berlin;Berlin;GERMANY (DE);Physics 1918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Nomination for Nobel Prize in Physics;1920;1 - 0;1;1;Physics;;;;Alfred Fowler;3145;M;;;chairholder at invited university;;;UNITED KINGDOM (GB);;;Walter S Adams;308;M;1876;;;;;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Nomination for Nobel Prize in Physics;1921;1 - 0;1;1;Physics;;;;Alexander McAdie;6042;M;;;chairholder at invited university;;;UNITED STATES (US);;;Carl Barus;729;M;1856;;;;;UNITED STATES (US);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Nomination for Nobel Prize in Physics;1923;1 - 0;1;1;Physics;;;;Sem Saeland;8033;M;;;chairholder at invited university;;;NORWAY (NO);;;Vilhelm Bjerknes;1046;M;1862;1951;;;;NORWAY (NO);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Nomination for Nobel Prize in Physics;1924;1 - 0;1;1;Physics;;;;Otto Wiener;10172;M;;;chairholder at invited university;;;GERMANY (DE);;;Vilhelm Bjerknes;1046;M;1862;1951;;;;NORWAY (NO);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Nomination for Nobel Prize in Physics;1925;1 - 0;2;1;Physics;;;;Orest Khvol´son;4827;M;;;specially invited individual;;;U.S.S.R. (SU);;;Prince Louis-Victor de Broglie;2200;M;1892;1987;;Institut Henri Poincaré;Paris;FRANCE (FR);Physics 1929;Maurice de Broglie;2198;M;1875;;;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Nomination for Nobel Prize in Physics;1926;1 - 0;1;1;Physics;;;;Otto Pettersson;7185;M;;;member of the Royal Swedish Academy of Sciences;Stockholm University;Stockholm;SWEDEN (SE);;;Vilhelm Bjerknes;1046;M;1862;1951;;;;NORWAY (NO);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Nomination for Nobel Prize in Physics;1927;1 - 0;3;1;Physics;;;nominee_1_State: IL | nominee_3_State: PA;Max Born;1186;M;1882;1970;chairholder at invited university;;;GERMANY (DE);;Physics 1954;Arthur H Compton;1918;M;1892;1962;;University of Chicago;Chicago;UNITED STATES (US);Physics 1927;Walter Gerlach;3398;M;1889;;;;;GERMANY (DE);;Otto Stern;8779;M;1888;1969;;Carnegie Institute of Technology;Pittsburgh;UNITED STATES (US);Physics 1943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Nomination for Nobel Prize in Physics;1928;1 - 0;3;1;Physics;;;;Vilhelm Bjerknes;1046;M;1862;1951;member of the Royal Swedish Academy of Sciences;;;NORWAY (NO);;;Tor Bergeron;897;M;1891;1977;;;;NORWAY (NO);;Jacob Bjerknes;1044;M;1897;1975;;;;NORWAY (NO);;Halvor Solberg;8650;M;1895;1974;;;;NORWAY (NO);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Nomination for Nobel Prize in Physics;1929;1 - 0;2;1;Physics;;;;Oscar Knoblauch;4921;M;;;chairholder at invited university;;;GERMANY (DE);;;Edwin H Armstrong;489;M;1890;;;;;UNITED STATES (US);;Alexander Meissner;6094;M;1883;;;;;GERMANY (DE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Nomination for Nobel Prize in Physics;1930;1 - 0;2;1;Physics;;;;Peter Pringsheim;7424;M;;;chairholder at invited university;;;GERMANY (DE);;;Max Born;1186;M;1882;1970;;University of Göttingen;Göttingen;GERMANY (DE);Physics 1954;Werner Karl Heisenberg;4018;M;1901;1976;;Leipzig University;Leipzig;GERMANY (DE);Physics 1932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Nomination for Nobel Prize in Physics;1931;1 - 0;3;1;Physics;;;;René de Mallemann;2262;M;;;chairholder at invited university;;;FRANCE (FR);;;Jean Cabannes;1522;M;1885;1959;;;;FRANCE (FR);;Aimé Cotton;1989;M;1869;;;;;FRANCE (FR);;Georges Claude;1830;M;1870;;;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Nomination for Nobel Prize in Physics;1932;1 - 0;1;1;Physics;;;;Charles E Guillaume;3710;M;1861;1938;member of the Royal Swedish Academy of Sciences, NP phy 1920;International Bureau of Weights and Measures;Sèvres;FRANCE (FR);;Physics 1920;Aimé Cotton;1989;M;1869;;;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Nomination for Nobel Prize in Physics;1933;1 - 0;1;1;Physics;;;nominee_1_State: MA;Emory L Chaffee;1700;M;;;chairholder at invited university;;;UNITED STATES (US);;;Percy W Bridgman;1336;M;1882;1961;;Harvard University;Cambridge;UNITED STATES (US);Physics 1946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Nomination for Nobel Prize in Physics;1934;1 - 0;1;1;Physics;;;nominee_1_State: CA | nominator_1_State: CA;Robert A Millikan;6292;M;1868;1953;previous winner of a Nobel prize in physics, 1923;California Institute of Technology;Pasadena;UNITED STATES (US);;Physics 1923;Carl D Anderson;427;M;1905;1991;;California Institute of Technology;Pasadena;UNITED STATES (US);Physics 1936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Nomination for Nobel Prize in Physics;1935;1 - 0;1;1;Physics;;;nominee_1_State: CA | nominator_1_State: CA;Robert A Millikan;6292;M;1868;1953;previous winner of a Nobel prize in physics, 1923;California Institute of Technology;Pasadena;UNITED STATES (US);;Physics 1923;Carl D Anderson;427;M;1905;1991;;California Institute of Technology;Pasadena;UNITED STATES (US);Physics 1936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Nomination for Nobel Prize in Physics;1936;1 - 0;1;1;Physics;;;nominee_1_State: CA;Adolf Deissmann;2331;M;;;member of the Royal Swedish Academy of Sciences;;;GERMANY (DE);;;Carl D Anderson;427;M;1905;1991;;California Institute of Technology;Pasadena;UNITED STATES (US);Physics 1936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Nomination for Nobel Prize in Physics;1938;1 - 0;1;1;Physics;;;nominator_1_State: CA;Robert A Millikan;6292;M;1868;1953;prof, NP phy 1923;California Institute of Technology;Pasadena;UNITED STATES (US);;Physics 1923;Vilhelm Bjerknes;1046;M;1862;1951;prof;;Oslo;NORWAY (NO);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Nomination for Nobel Prize in Physics;1939;1 - 0;1;1;Physics;;;;William Henry Bragg;1276;M;1862;1942;NP phy 1915;University of London;London;UNITED KINGDOM (GB);;Physics 1915;Edward V Appleton;469;M;1892;1965;prof;;Cambridge;UNITED KINGDOM (GB);Physics 1947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;Nomination for Nobel Prize in Physics;1941;1 - 0;1;1;Physics;;;;Owen W Richardson;7710;M;1879;1959;member of the Royal Swedish Academy of Sciences, NP phy 1928;;Alton;UNITED KINGDOM (GB);;Physics 1928;Edward V Appleton;469;M;1892;1965;prof;Department of Scientific and Industrial Research;London;UNITED KINGDOM (GB);Physics 1947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Nomination for Nobel Prize in Physics;1942;1 - 0;1;1;Physics;;;;William Lawrence Bragg;11051;M;1890;1971;previous winner of a NP in physics, 1915;;Cambridge;UNITED KINGDOM (GB);;Physics 1915;Edward V Appleton;469;M;1892;1965;prof;Department of Scientific and Industrial Research;London;UNITED KINGDOM (GB);Physics 1947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;Nomination for Nobel Prize in Physics;1943;1 - 0;1;1;Physics;;;;William Lawrence Bragg;11051;M;1890;1971;member of the Royal Swedish Academy of Sciences, NP phy 1915;;Cambridge;UNITED KINGDOM (GB);;Physics 1915;Edward V Appleton;469;M;1892;1965;prof;Department of Scientific and Industrial Research;London;UNITED KINGDOM (GB);Physics 1947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Nomination for Nobel Prize in Physics;1944;1 - 0;1;1;Physics;;;nominator_1_State: NY;Victor F Hess;4127;M;1883;1964;previous winner of a NP in physics, 1936;;New York;UNITED STATES (US);;Physics 1936;Edward V Appleton;469;M;1892;1965;prof;Department of Scientific and Industrial Research;London;UNITED KINGDOM (GB);Physics 1947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Nomination for Nobel Prize in Physics;1945;1 - 0;1;1;Physics;;;;Vagn W Ekman;2744;M;;;member of the Royal Swedish Academy of Sciences;;Stockaryd;SWEDEN (SE);;;Vilhelm Bjerknes;1046;M;1862;1951;prof;;Oslo;NORWAY (NO);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Nomination for Nobel Prize in Physics;1946;1 - 0;1;1;Physics;;;;Edward N da Costa Andrade;2091;M;;;chairholder at invited university;;London;UNITED KINGDOM (GB);;;Edward V Appleton;469;M;1892;1965;prof;Department of Scientific and Industrial Research;London;UNITED KINGDOM (GB);Physics 1947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Nomination for Nobel Prize in Physics;1947;1 - 0;1;1;Physics;;;;Karl G Emeleus;2782;M;;;chairholder at invited university;;Belfast;UNITED KINGDOM (GB);;;Edward V Appleton;469;M;1892;1965;prof;Department of Scientific and Industrial Research;London;UNITED KINGDOM (GB);Physics 1947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Nomination for Nobel Prize in Physics;1948;1 - 0;1;1;Physics;;;nominee_1_State: NY | nominator_1_State: NY;Robert Eugene Marshak;13840;M;1916;1992;chairholder at invited university;;Rochester;UNITED STATES (US);;;Hans Albrecht Bethe;971;M;1906;2005;prof;Cornell University;Ithaca;UNITED STATES (US);Physics 1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Nomination for Nobel Prize in Physics;1949;1 - 0;1;1;Physics;;;nominee_1_State: NY | nominator_1_State: PQ;Claude Geoffrion;3387;M;;;chairholder at invited university;;Québec;CANADA (CA);;;Hans Albrecht Bethe;971;M;1906;2005;prof;Cornell University;Ithaca;UNITED STATES (US);Physics 1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Nomination for Nobel Prize in Physics;1950;1 - 0;1;1;Physics;;;nominee_1_State: MA;Erwin Meyer;6230;M;1899;1972;chairholder at invited university;;Göttingen;GERMANY (DE);;;Georg von Békésy;9721;M;1899;1972;prof;Harvard University;Cambridge;UNITED STATES (US);Physiology or Medicine 1961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Nomination for Nobel Prize in Physics;1951;1 - 0;1;1;Physics;;;nominee_1_State: CA;S Gorodetzky;3558;;;;;;Strasbourg;FRANCE (FR);;;Luis Walter Alvarez;395;M;1911;1988;;University of California;Berkeley;UNITED STATES (US);Physics 1968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Nomination for Nobel Prize in Chemistry;1901;1 - 0;1;1;Chemistry;;;;Johan O Rosenberg;7871;M;;;prof of phy or che at a Nordic univ listed in the special regulations of 1900;;;SWEDEN (SE);;;Svante A Arrhenius;511;M;1859;1927;;Stockholm University;Stockholm;SWEDEN (SE);Chemistry 1903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Nomination for Nobel Prize in Chemistry;1902;1 - 0;1;1;Chemistry;;;;Waldemar Brögger;1416;M;;;prof of phy or che at a Nordic univ listed in the special regulations of 1900;;;NORWAY (NO);;;Svante A Arrhenius;511;M;1859;1927;;Stockholm University;Stockholm;SWEDEN (SE);Chemistry 1903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;Nomination for Nobel Prize in Chemistry;1903;1 - 0;1;1;Chemistry;;;;Carl E Bergstrand;918;M;;;member of the Royal Swedish Academy of Sciences;;;SWEDEN (SE);;;Svante A Arrhenius;511;M;1859;1927;;Stockholm University;Stockholm;SWEDEN (SE);Chemistry 1903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;Nomination for Nobel Prize in Chemistry;1904;1 - 0;2;1;Chemistry;;;;Carl Graebe;3585;M;;;chairholder at invited university;;;SWITZERLAND (CH);;;Adolf J von Baeyer;9713;M;1835;1917;;University of Munich;Munich;GERMANY (DE);Chemistry 1905;Henri Moissan;6352;M;1852;1907;;Sorbonne;Paris;FRANCE (FR);Chemistry 1906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;Nomination for Nobel Prize in Chemistry;1905;1 - 0;1;1;Chemistry;;;;Robert Behrend;823;M;;;chairholder at invited university;;;GERMANY (DE);;;Adolf J von Baeyer;9713;M;1835;1917;;University of Munich;Munich;GERMANY (DE);Chemistry 1905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;Nomination for Nobel Prize in Chemistry;1906;1 - 0;1;1;Chemistry;;;;Emil H Fischer;3022;M;1852;1919;member of the Royal Swedish Academy of Sciences, NP che 1902;Berlin;Berlin;GERMANY (DE);;Chemistry 1902;Marcellin Berthelot;949;M;1827;1907;;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;Nomination for Nobel Prize in Chemistry;1907;1 - 0;2;1;Chemistry;;;;Léo Vignon;9646;M;;;chairholder at invited university;;;FRANCE (FR);;;Marcellin Berthelot;949;M;1827;1907;;;;FRANCE (FR);;Albin Haller;3812;M;1849;1925;;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;Nomination for Nobel Prize in Chemistry;1908;1 - 0;1;1;Chemistry;;;;Emil H Fischer;3022;M;1852;1919;member of the Royal Swedish Academy of Sciences, NP che 1902;Berlin;Berlin;GERMANY (DE);;Chemistry 1902;Giacomo Ciamician;1802;M;1857;1922;;;;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;Nomination for Nobel Prize in Chemistry;1909;1 - 0;1;1;Chemistry;;;;Gaston Darboux;2132;M;;;member of the Royal Swedish Academy of Sciences;;;FRANCE (FR);;;Gabriel Émile Bertrand;953;M;1867;1962;;;;FRANCE (FR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;Nomination for Nobel Prize in Chemistry;1910;1 - 0;2;1;Chemistry;;;;P Klason;4880;;;;Member of the Nobel Committee for chemistry;Royal Institute of Technology;Stockholm;SWEDEN (SE);;;Adolph Frank;3172;M;1834;;;;;GERMANY (DE);;Heinrich Caro;1610;M;1834;1910;;;;GERMANY (DE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;Nomination for Nobel Prize in Chemistry;1911;1 - 0;1;1;Chemistry;;;;Adolf J von Baeyer;9713;M;1835;1917;member of the Royal Swedish Academy of Sciences, NP che 1905;University of Munich;Munich;GERMANY (DE);;Chemistry 1905;Angelo Angeli;446;M;1864;;;;;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;Nomination for Nobel Prize in Chemistry;1912;1 - 0;2;1;Chemistry;;;;Adolf J von Baeyer;9713;M;1835;1917;member of the Royal Swedish Academy of Sciences, NP che 1905;University of Munich;Munich;GERMANY (DE);;Chemistry 1905;Philippe Barbier;694;M;1848;1922;;;;FRANCE (FR);;Victor Grignard;3649;M;1871;1935;;Nancy;Nancy;FRANCE (FR);Chemistry 1912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;Nomination for Nobel Prize in Chemistry;1913;1 - 0;1;1;Chemistry;;;;Adolf J von Baeyer;9713;M;1835;1917;member of the Royal Swedish Academy of Sciences, NP che 1905;University of Munich;Munich;GERMANY (DE);;Chemistry 1905;Angelo Angeli;446;M;1864;;;;;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;Nomination for Nobel Prize in Chemistry;1914;1 - 0;1;1;Chemistry;;;;Eugen Bamberger;672;M;;;chairholder at invited university;;;AUSTRALIA (AU);;;Giacomo Ciamician;1802;M;1857;1922;;;;ITALY (IT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;Nomination for Nobel Prize in Chemistry;1915;1 - 0;1;1;Chemistry;;;;Emil T Kocher;4944;M;1841;1917;member of the Royal Swedish Academy of Sciences, NP med 1909;University of Bern;Bern;SWITZERLAND (CH);;Physiology or Medicine 1909;Emil Abderhalden;282;M;1877;1950;;;;GERMANY (DE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;Nomination for Nobel Prize in Chemistry;1916;1 - 0;2;1;Chemistry;;;;Hermann Pauly;7047;M;;;chairholder at invited university;;;GERMANY (DE);;;Carl Bosch;1198;M;1874;1940;;Research Laboratory of I.G. Farbenindustrie A.G.;Heidelberg;GERMANY (DE);Chemistry 1931;Fritz Haber;3758;M;1868;1934;;Kaiser-Wilhelm-Institut für Physikalische Chemie und Electrochemie;Berlin-Dahlem;GERMANY (DE);Chemistry 1918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
